Term,DAnalyst,DScientist,DArchitect,DEngineer,City,State
Perl,0.961538461538,7.09219858156,14.2857142857,0.892857142857,Seattle,WA
SQL,43.75,61.5384615385,35,40,Plano,TX
HBase,0,6.45161290323,6.66666666667,22.2222222222,Philadelphia,PA
Perl,2.27272727273,0,0,0,Irvine,CA
D3.js,0.234192037471,0.416666666667,0,1.5873015873,Jersey,NJ
Matlab,0,6.25,0,0,Austin,TX
NoSQL,0.729927007299,5.12820512821,14.8936170213,33.3333333333,Chicago,IL
Oozie,0.961538461538,0,11.1111111111,0,Garland,TX
Perl,0,6.45161290323,0,22.2222222222,Philadelphia,PA
Hive,0,0,12.5,100,Minneapolis,MN
Shark,0,0,0,100,Minneapolis,MN
Java,0,43.75,61.1111111111,55,Austin,TX
Hive,0,0,0,16.6666666667,Columbus,OH
Hive,1.5503875969,17.0984455959,33.3333333333,28.7128712871,San Jose,CA
Ruby,1.32743362832,3.98406374502,5.83333333333,4.83870967742,New York,NY
R,9.09090909091,50,4.16666666667,0,Minneapolis,MN
Hive,0,0,13.6363636364,100,St. Paul,MN
Perl,0,0,0,16.6666666667,Columbus,OH
Ruby,0,11.7647058824,0,14.2857142857,Anaheim,CA
C++,0.961538461538,14.8148148148,5.55555555556,0,Garland,TX
MongoDB,2.32558139535,4.14507772021,8.33333333333,0.990099009901,San Jose,CA
HBase,0.30487804878,7.40740740741,3.73831775701,17.5675675676,Washington,DC
Ruby,2.63157894737,9.67741935484,37.5,0,Denver,CO
Flume,0,4.34782608696,0,0,Los Angeles,CA
SPSS,4.3795620438,14.1025641026,0,6.66666666667,Chicago,IL
ZooKeeper,0,0,11.1111111111,10,Austin,TX
Hadoop,9.61538461538,51.8518518519,55.5555555556,50,Garland,TX
Flume,0,0,0,33.3333333333,Glendale,AZ
C++,1.10619469027,9.96015936255,3.33333333333,13.7096774194,New York,NY
Scala,0,18.5185185185,16.6666666667,0,Garland,TX
Java,7.19424460432,37.8378378378,17.8571428571,53.3333333333,Atlanta,GA
Matlab,5.42635658915,12.9533678756,0,5.94059405941,San Jose,CA
Ruby,3.1746031746,13.3333333333,26.6666666667,0,Aurora,CO
Shark,0,0,0,4.87804878049,Los Angeles,CA
Java,4.54545454545,0,41.6666666667,100,Minneapolis,MN
SAS,11.1111111111,50,33.3333333333,0,Glendale,AZ
HBase,0,20,0,100,Chandler,AZ
NoSQL,2.12765957447,3.33333333333,33.3333333333,14.2857142857,Boulder,CO
Tableau,14.2857142857,23.0769230769,5,20,Plano,TX
Hadoop,0,33.3333333333,66.6666666667,50,Scottsdale,AZ
SAS,2.12765957447,10,0,0,Boulder,CO
SPSS,5.40540540541,0,0,0,Austin,TX
SQL,42.6356589147,27.4611398964,50,26.7326732673,San Jose,CA
Python,12.7118644068,63.1578947368,7.69230769231,0,Arlington,TX
Cassandra,1.78571428571,19.2307692308,25,10,Plano,TX
Tableau,10.9677419355,7.8431372549,20,11.4285714286,LongBeach,CA
Tableau,24.3243243243,18.75,0,0,Austin,TX
Mahout,0,2.59259259259,4.44444444444,0.609756097561,Oakland,CA
Scala,0,0,27.7777777778,15,Austin,TX
C++,1.83823529412,8.40336134454,2.5,5.35714285714,Boston,MA
JavaScript,11.6279069767,12.4352331606,8.33333333333,7.92079207921,San Jose,CA
Java,10.6382978723,16.6666666667,0,57.1428571429,Boulder,CO
SAS,16.2162162162,17.6470588235,10,0,SanDiego,CA
Hadoop,4.44964871194,31.25,26.0869565217,45.2380952381,Jersey,NJ
Hadoop,6.3829787234,26.6666666667,0,71.4285714286,Boulder,CO
SAS,11.4285714286,11.8518518519,0,1.82926829268,Oakland,CA
Matlab,0.689655172414,22.5806451613,0,0,Irving,TX
SQL,27.027027027,23.5294117647,60,33.3333333333,SanDiego,CA
SQL,40.1459854015,33.3333333333,36.170212766,51.1111111111,Chicago,IL
Hive,0,0,33.3333333333,25,Scottsdale,AZ
JavaScript,7.14285714286,9.44206008584,10.6382978723,7.63358778626,Fremont,CA
JavaScript,14.598540146,16.6666666667,6.3829787234,22.2222222222,Chicago,IL
Oozie,0.78125,0,8.33333333333,0,Dallas,TX
Perl,4.48979591837,3.7037037037,2.22222222222,10.3658536585,Oakland,CA
Cassandra,0,8.69565217391,0,0,St. Louis,MO
Hive,1.87353629977,14.5833333333,17.3913043478,24.6031746032,Jersey,NJ
MapReduce,0,25,0,10,Austin,TX
Spark,0,6.66666666667,0,57.1428571429,Boulder,CO
MapReduce,0,23.0769230769,15,30,Plano,TX
Shark,0,0,2.5,1.78571428571,Boston,MA
MongoDB,0.442477876106,5.57768924303,5,10.4838709677,New York,NY
Mahout,0,0.840336134454,0,3.57142857143,Boston,MA
Cassandra,3.65853658537,2.1164021164,1.8691588785,20.2702702703,Washington,DC
MapReduce,0,0,0,33.3333333333,Phoenix,AZ
MongoDB,4.31654676259,10.8108108108,3.57142857143,6.66666666667,Atlanta,GA
R,5.1724137931,23.0769230769,0,0,Santa Ana,CA
D3,0,1.71673819742,0,0,Fremont,CA
SPSS,2.63157894737,20,0,0,Gilbert,AZ
C++,0,18.75,0,5,Austin,TX
Hadoop,11.0344827586,48.3870967742,60.6060606061,60,Irving,TX
Perl,2.58064516129,5.88235294118,0,11.4285714286,LongBeach,CA
D3,0.442477876106,1.59362549801,0,0,New York,NY
Matlab,2.88461538462,13.475177305,0,0.892857142857,Seattle,WA
Matlab,1.5625,22.2222222222,0,0,Dallas,TX
HBase,0,6.45161290323,15.1515151515,20,Irving,TX
R,7.31707317073,40,0,0,Chandler,AZ
Excel,37.037037037,11.7647058824,4.54545454545,50,Anaheim,CA
Matlab,3.6496350365,15.3846153846,0,15.5555555556,Chicago,IL
Tableau,8.45588235294,8.40336134454,12.5,10.7142857143,Boston,MA
Hadoop,9.375,33.3333333333,0,16.6666666667,Columbus,OH
C++,1.22448979592,8.14814814815,2.22222222222,6.70731707317,Oakland,CA
HBase,0,9.62962962963,13.3333333333,15.8536585366,Oakland,CA
R,10.5263157895,40,0,0,Gilbert,AZ
JavaScript,2.87769784173,16.2162162162,0,6.66666666667,Atlanta,GA
NoSQL,3.57142857143,9.01287553648,19.1489361702,16.0305343511,Fremont,CA
SAS,14.2857142857,35.4838709677,6.66666666667,11.1111111111,Philadelphia,PA
Python,5.26315789474,19.3548387097,25,27.2727272727,Denver,CO
JavaScript,7.8125,0,0,20,Dallas,TX
Pig,1.32743362832,7.96812749004,9.16666666667,11.2903225806,New York,NY
SAS,8.63309352518,35.1351351351,3.57142857143,0,Atlanta,GA
Hadoop,0.729927007299,17.9487179487,12.7659574468,46.6666666667,Chicago,IL
Pig,0,0,13.6363636364,100,St. Paul,MN
D3.js,0.438596491228,1.18577075099,0,0,San Francisco,CA
Flume,0,1.28205128205,4.25531914894,15.5555555556,Chicago,IL
MapReduce,0.735294117647,5.04201680672,5,7.14285714286,Boston,MA
SQL,45.9459459459,43.75,72.2222222222,35,Austin,TX
Scala,0,5.88235294118,0,25.7142857143,LongBeach,CA
MapReduce,0,8.82352941176,0,21.4285714286,Anaheim,CA
Python,11.0344827586,61.2903225806,9.09090909091,30,Irving,TX
Excel,37.7777777778,0,0,0,Mesa,AZ
Excel,33.3333333333,4.34782608696,0,0,St. Louis,MO
ZooKeeper,1.31578947368,0,0,0,Denver,CO
R,17.3076923077,66.6666666667,11.1111111111,10,Garland,TX
JavaScript,5.40540540541,6.25,11.1111111111,10,Austin,TX
SQL,44.8275862069,70.9677419355,21.2121212121,40,Irving,TX
Tableau,12.7659574468,3.33333333333,0,0,Boulder,CO
C++,0,25,0,0,St. Paul,MN
JavaScript,6.3829787234,10,0,14.2857142857,Boulder,CO
MongoDB,1.78571428571,0,15,0,Plano,TX
Java,6.9387755102,27.037037037,24.4444444444,45.1219512195,Oakland,CA
MapReduce,0,25.8064516129,6.66666666667,55.5555555556,Philadelphia,PA
Ruby,0.961538461538,5.67375886525,0,13.3928571429,Seattle,WA
Pig,0,0,33.3333333333,25,Scottsdale,AZ
NoSQL,0.961538461538,9.92907801418,28.5714285714,15.1785714286,Seattle,WA
SPSS,5.8064516129,9.80392156863,0,0,LongBeach,CA
Java,3.44827586207,23.0769230769,0,100,Santa Ana,CA
Hadoop,5.61224489796,34.3347639485,38.2978723404,54.9618320611,Fremont,CA
JavaScript,3.7037037037,0,0,0,St. Louis,MO
MapReduce,1.43884892086,10.8108108108,0,26.6666666667,Atlanta,GA
Hadoop,5.97345132743,27.4900398406,20.8333333333,38.7096774194,New York,NY
HBase,0.442477876106,3.98406374502,9.16666666667,13.7096774194,New York,NY
HBase,0,9.48616600791,8.10810810811,9.3567251462,San Francisco,CA
Shark,0,7.69230769231,0,10,Plano,TX
Java,7.35294117647,25.2100840336,17.5,44.6428571429,Boston,MA
SPSS,1.26582278481,12.9032258065,0,0,Baltimore,MD
Hadoop,4.04411764706,19.3277310924,12.5,39.2857142857,Boston,MA
C++,0,0,20,0,Aurora,CO
Ruby,0.689655172414,9.67741935484,0,0,Irving,TX
D3.js,0,6.25,0,0,Austin,TX
SQL,35.7142857143,33.4763948498,46.8085106383,33.5877862595,Fremont,CA
Spark,0,30.7692307692,0,100,Santa Ana,CA
Cassandra,0.77519379845,3.62694300518,11.1111111111,13.8613861386,San Jose,CA
Python,6.45161290323,37.2549019608,12,45.7142857143,LongBeach,CA
SAS,16.0714285714,34.6153846154,0,0,Plano,TX
Ruby,1.5625,11.1111111111,0,0,Dallas,TX
D3,0,2.94117647059,0,7.14285714286,Anaheim,CA
R,5.40540540541,47.0588235294,0,0,SanDiego,CA
R,12.4087591241,46.1538461538,6.3829787234,26.6666666667,Chicago,IL
Flume,0,0,16.6666666667,0,Garland,TX
Hadoop,1.85185185185,21.7391304348,42.8571428571,100,St. Louis,MO
Tableau,6.81818181818,21.4285714286,0,0,Irvine,CA
Cassandra,0.468384074941,0.416666666667,11.3043478261,13.4920634921,Jersey,NJ
Tableau,13.28125,22.2222222222,4.16666666667,20,Dallas,TX
JavaScript,4.44964871194,5,5.21739130435,12.6984126984,Jersey,NJ
Cassandra,0,0,27.7777777778,20,Austin,TX
NoSQL,0.645161290323,5.88235294118,20,31.4285714286,LongBeach,CA
Pig,7.14285714286,19.2307692308,20,20,Plano,TX
SQL,35.5555555556,0,33.3333333333,0,Glendale,AZ
Python,10.5769230769,39.0070921986,35.7142857143,25,Seattle,WA
HBase,3.1746031746,3.33333333333,0,25,Aurora,CO
MongoDB,0,12.9032258065,0,0,Philadelphia,PA
Cassandra,0,0,0,9.09090909091,Denver,CO
Spark,0,13.0434782609,42.8571428571,0,St. Louis,MO
MapReduce,0,0,0,100,Minneapolis,MN
JavaScript,3.1746031746,6.66666666667,26.6666666667,18.75,Aurora,CO
Perl,1.43884892086,16.2162162162,3.57142857143,6.66666666667,Atlanta,GA
Cassandra,1.43884892086,13.5135135135,0,33.3333333333,Atlanta,GA
SQL,34.2105263158,16.1290322581,100,36.3636363636,Denver,CO
Cassandra,0.442477876106,0,7.5,12.9032258065,New York,NY
JavaScript,6.89655172414,0,0,20,Irving,TX
SPSS,1.43884892086,2.7027027027,3.57142857143,0,Atlanta,GA
Hadoop,10.8108108108,50,72.2222222222,45,Austin,TX
Matlab,4.59183673469,14.5922746781,0,3.0534351145,Fremont,CA
R,6.81818181818,50,0,0,Scottsdale,AZ
C++,0.728155339806,11.9718309859,3.44827586207,10.447761194,Newark,NJ
SQL,34.2105263158,35.5731225296,43.2432432432,30.9941520468,San Francisco,CA
SQL,44.2307692308,34.0425531915,57.1428571429,33.9285714286,Seattle,WA
HBase,0,0,38.8888888889,40,Austin,TX
Mahout,0,0.709219858156,0,0.892857142857,Seattle,WA
Flume,0,3.22580645161,9.09090909091,0,Irving,TX
Excel,62.1621621622,0,0,10,Austin,TX
SQL,35.1351351351,50,40.9090909091,0,St. Paul,MN
ZooKeeper,0,0,2.5,0,New York,NY
ZooKeeper,0,0,1.72413793103,0,Newark,NJ
Pig,0.914634146341,5.29100529101,2.80373831776,5.40540540541,Washington,DC
R,12.1779859485,55.8333333333,12.1739130435,13.4920634921,Jersey,NJ
Spark,0,33.3333333333,0,16.6666666667,Columbus,OH
Pig,0,0,12.5,100,Minneapolis,MN
R,16.2280701754,41.5019762846,10.8108108108,12.2807017544,San Francisco,CA
ZooKeeper,0,0,42.8571428571,100,St. Louis,MO
JavaScript,6.89655172414,0,0,0,Santa Ana,CA
SAS,20.3389830508,52.6315789474,3.84615384615,0,Arlington,TX
Python,5.10204081633,38.7096774194,6.66666666667,44.4444444444,Philadelphia,PA
HBase,0.552486187845,0,3.84615384615,14.6341463415,Los Angeles,CA
Pig,0,14.8936170213,21.4285714286,14.2857142857,Seattle,WA
Hadoop,5.75539568345,37.8378378378,3.57142857143,60,Atlanta,GA
Excel,32.6530612245,5.18518518519,6.66666666667,5.48780487805,Oakland,CA
Excel,21.5189873418,9.67741935484,16.6666666667,0,Baltimore,MD
SPSS,5.46875,18.5185185185,0,0,Dallas,TX
Oozie,0.30487804878,0,0,0,Washington,DC
Python,11.0294117647,52.1008403361,7.5,30.3571428571,Boston,MA
Cassandra,0,0,0,100,Gilbert,AZ
SAS,14.7286821705,7.25388601036,2.77777777778,0,San Jose,CA
Excel,28.7769784173,18.9189189189,3.57142857143,26.6666666667,Atlanta,GA
SPSS,6.66666666667,8.82352941176,0,0,Anaheim,CA
R,8.88888888889,50,0,0,Mesa,AZ
D3.js,0,2.17391304348,0,2.43902439024,Los Angeles,CA
SPSS,5.55555555556,4.34782608696,0,0,St. Louis,MO
MongoDB,1.37931034483,3.22580645161,12.1212121212,0,Irving,TX
NoSQL,1.51515151515,0,8.33333333333,0,Minneapolis,MN
Mahout,0,5.88235294118,0,0,Anaheim,CA
Tableau,9.09090909091,33.3333333333,33.3333333333,0,Scottsdale,AZ
NoSQL,0.442477876106,6.77290836653,13.3333333333,20.9677419355,New York,NY
Hadoop,2.22222222222,41.1764705882,27.2727272727,50,Anaheim,CA
Python,8.66510538642,57.0833333333,20,50,Jersey,NJ
Flume,0,3.22580645161,0,0,Philadelphia,PA
Oozie,2.87769784173,0,3.57142857143,6.66666666667,Atlanta,GA
Ruby,0,9.67741935484,0,22.2222222222,Philadelphia,PA
Perl,0,16.6666666667,0,33.3333333333,Glendale,AZ
Ruby,2.57611241218,5.41666666667,5.21739130435,5.55555555556,Jersey,NJ
Hive,1.48148148148,23.5294117647,0,42.8571428571,Anaheim,CA
Spark,0,14.7058823529,9.09090909091,42.8571428571,Anaheim,CA
Scala,0.30487804878,2.1164021164,1.8691588785,14.8648648649,Washington,DC
SAS,19.3103448276,48.3870967742,0,0,Irving,TX
Oozie,0,0.858369098712,4.25531914894,2.29007633588,Fremont,CA
Ruby,0,0,9.09090909091,0,St. Paul,MN
Flume,0,0,0,100,Gilbert,AZ
Scala,0,2.7027027027,0,13.3333333333,Atlanta,GA
Excel,46.7153284672,5.12820512821,6.3829787234,13.3333333333,Chicago,IL
SAS,8.62068965517,23.0769230769,0,0,Santa Ana,CA
MapReduce,0.510204081633,6.00858369099,6.3829787234,16.0305343511,Fremont,CA
ZooKeeper,0,0,2.12765957447,2.29007633588,Fremont,CA
SPSS,5.35714285714,23.0769230769,0,0,Plano,TX
Python,4.44444444444,38.2352941176,13.6363636364,50,Anaheim,CA
JavaScript,9.61538461538,2.83687943262,28.5714285714,0,Seattle,WA
Matlab,3.26530612245,11.4814814815,0,1.82926829268,Oakland,CA
Tableau,11.724137931,25.8064516129,6.06060606061,20,Irving,TX
Shark,0,0,0,14.2857142857,Boulder,CO
Java,4.80769230769,22.695035461,35.7142857143,30.3571428571,Seattle,WA
Flume,0.30487804878,0.529100529101,2.80373831776,1.35135135135,Washington,DC
Python,0,33.3333333333,0,0,Scottsdale,AZ
MongoDB,0,3.92156862745,4,25.7142857143,LongBeach,CA
Python,0,40,0,0,Gilbert,AZ
Mahout,0,4.29184549356,4.25531914894,2.29007633588,Fremont,CA
Oozie,0,0,20,0,SanDiego,CA
SQL,36.7256637168,37.8486055777,45,42.7419354839,New York,NY
Ruby,0.729927007299,3.84615384615,0,20,Chicago,IL
Matlab,1.82926829268,9.52380952381,0,1.35135135135,Washington,DC
ZooKeeper,0,2.22222222222,6.66666666667,7.92682926829,Oakland,CA
Mahout,0,7.69230769231,0,0,Santa Ana,CA
Spark,0.729927007299,6.41025641026,12.7659574468,33.3333333333,Chicago,IL
NoSQL,1.02040816327,6.45161290323,0,11.1111111111,Philadelphia,PA
NoSQL,2.15827338129,5.40540540541,3.57142857143,33.3333333333,Atlanta,GA
MapReduce,0.552486187845,6.52173913043,0,4.87804878049,Los Angeles,CA
Mahout,0,3.22580645161,3.0303030303,10,Irving,TX
HBase,0,2.91666666667,14.7826086957,18.253968254,Jersey,NJ
MapReduce,1.54867256637,5.57768924303,4.16666666667,8.87096774194,New York,NY
Spark,0.30487804878,11.1111111111,4.67289719626,21.6216216216,Washington,DC
Matlab,0,24.3243243243,0,0,Atlanta,GA
C++,2.12765957447,0,0,0,Boulder,CO
Mahout,1.35135135135,0,0,0,St. Paul,MN
Scala,0,15.3846153846,20,0,Plano,TX
Flume,0,2.94117647059,0,0,Anaheim,CA
NoSQL,0,0,13.6363636364,0,St. Paul,MN
Spark,2.57611241218,12.0833333333,15.652173913,40.4761904762,Jersey,NJ
Flume,1.43884892086,0,0,0,Atlanta,GA
MapReduce,0,13.3333333333,0,18.75,Aurora,CO
Ruby,0,5.92885375494,5.40540540541,17.5438596491,San Francisco,CA
SQL,30.612244898,35.4838709677,53.3333333333,77.7777777778,Philadelphia,PA
Scala,0,6.3829787234,35.7142857143,13.3928571429,Seattle,WA
Hive,0,0,25,33.3333333333,Phoenix,AZ
MongoDB,0.729927007299,1.28205128205,8.51063829787,17.7777777778,Chicago,IL
Hive,6.77966101695,47.3684210526,0,33.3333333333,Arlington,TX
D3,0,25,0,0,St. Paul,MN
C++,0.689655172414,19.3548387097,3.0303030303,0,Irving,TX
Ruby,0.77519379845,2.59067357513,2.77777777778,2.9702970297,San Jose,CA
R,4.7619047619,33.3333333333,53.3333333333,0,Aurora,CO
MapReduce,0.847457627119,36.8421052632,0,33.3333333333,Arlington,TX
Java,4.87804878049,40,50,100,Chandler,AZ
ZooKeeper,0,0,5.55555555556,1.9801980198,San Jose,CA
SPSS,7.7519379845,3.10880829016,0,0,San Jose,CA
Matlab,0,25.9259259259,0,0,Garland,TX
Python,15.9183673469,48.1481481481,15.5555555556,48.7804878049,Oakland,CA
SAS,8.28729281768,30.4347826087,0,0,Los Angeles,CA
Excel,43.9024390244,0,0,50,Chandler,AZ
Spark,2.91262135922,11.6197183099,14.6551724138,34.328358209,Newark,NJ
SAS,8.49514563107,16.1971830986,8.62068965517,1.49253731343,Newark,NJ
D3,1.92307692308,0,0,0,Seattle,WA
Excel,24.2424242424,0,4.16666666667,100,Minneapolis,MN
Hive,0,12.9032258065,0,25,Baltimore,MD
Java,8.03571428571,30.7692307692,50,30,Plano,TX
Tableau,15.1079136691,5.40540540541,7.14285714286,13.3333333333,Atlanta,GA
MapReduce,0,7.69230769231,0,100,Santa Ana,CA
Perl,0,0,0,10,Austin,TX
Mahout,0,5.26315789474,0,0,Arlington,TX
C++,0.468384074941,9.58333333333,4.34782608696,10.3174603175,Jersey,NJ
SQL,40.7766990291,37.323943662,50,40.2985074627,Newark,NJ
Hadoop,3.0303030303,25,29.1666666667,100,Minneapolis,MN
HBase,0,5.26315789474,7.69230769231,33.3333333333,Arlington,TX
HBase,0.735294117647,0,2.5,7.14285714286,Boston,MA
MongoDB,0,0,7.69230769231,12.1951219512,Los Angeles,CA
Ruby,3.96341463415,8.46560846561,2.80373831776,13.5135135135,Washington,DC
Spark,0,20,0,100,Chandler,AZ
Tableau,5.55555555556,0,0,0,St. Louis,MO
MongoDB,0,5.88235294118,10,66.6666666667,SanDiego,CA
Mahout,0,2.17391304348,0,0,Los Angeles,CA
JavaScript,8.88888888889,0,0,0,Mesa,AZ
R,1.26582278481,41.935483871,0,0,Baltimore,MD
C++,0,11.5384615385,5,0,Plano,TX
Ruby,0,15.3846153846,0,0,Santa Ana,CA
NoSQL,3.1007751938,7.25388601036,22.2222222222,10.8910891089,San Jose,CA
Flume,0,2.59067357513,19.4444444444,6.93069306931,San Jose,CA
R,4.44444444444,50,0,0,Glendale,AZ
Java,4.59183673469,33.4763948498,29.7872340426,48.8549618321,Fremont,CA
ZooKeeper,0,0,15,0,Plano,TX
Hive,3.1746031746,16.6666666667,0,25,Aurora,CO
NoSQL,0.367647058824,9.24369747899,5,17.8571428571,Boston,MA
MapReduce,0,0,0,16.6666666667,Columbus,OH
Pig,6.34920634921,10,0,25,Aurora,CO
Ruby,4.25531914894,20,0,0,Boulder,CO
NoSQL,0.689655172414,29.0322580645,33.3333333333,0,Irving,TX
Tableau,10.5386416862,6.66666666667,14.7826086957,8.73015873016,Jersey,NJ
SPSS,4.44964871194,4.16666666667,0.869565217391,0,Jersey,NJ
Matlab,0,19.3548387097,0,0,Baltimore,MD
SQL,42.5806451613,41.1764705882,56,54.2857142857,LongBeach,CA
Java,6.73076923077,44.4444444444,50,30,Garland,TX
HBase,0.645161290323,5.88235294118,4,22.8571428571,LongBeach,CA
Hadoop,1.35135135135,50,31.8181818182,100,St. Paul,MN
Shark,0,0,0,1.49253731343,Newark,NJ
SQL,36.5853658537,0,0,0,Chandler,AZ
D3,0.702576112412,2.91666666667,0.869565217391,0,Jersey,NJ
Cassandra,0,11.7647058824,8,31.4285714286,LongBeach,CA
Excel,30.2631578947,6.45161290323,0,18.1818181818,Denver,CO
Excel,29.5454545455,0,0,33.3333333333,Phoenix,AZ
ZooKeeper,0,0,11.1111111111,0,Garland,TX
Hive,2.18446601942,14.7887323944,13.7931034483,24.6268656716,Newark,NJ
Perl,1.72413793103,0,0,0,Santa Ana,CA
JavaScript,11.3924050633,3.22580645161,0,0,Baltimore,MD
Spark,0,3.33333333333,0,18.75,Aurora,CO
SAS,17.1875,37.037037037,0,0,Dallas,TX
Pig,0,0,0,50,Chandler,AZ
Hive,4.04411764706,15.1260504202,10,21.4285714286,Boston,MA
C++,0,0,25,0,Denver,CO
Shark,0,0,0,20,Atlanta,GA
Cassandra,0,0,0,12.5,Aurora,CO
Pig,4.25531914894,16.6666666667,0,42.8571428571,Boulder,CO
Pig,1.17096018735,8.75,13.0434782609,18.253968254,Jersey,NJ
MapReduce,0.689655172414,32.2580645161,9.09090909091,30,Irving,TX
Ruby,1.22448979592,7.40740740741,4.44444444444,16.4634146341,Oakland,CA
HBase,0,3.84615384615,25,20,Plano,TX
Python,8.98058252427,56.6901408451,18.1034482759,43.2835820896,Newark,NJ
C++,0,2.94117647059,0,7.14285714286,Anaheim,CA
Hadoop,7.93650793651,20,0,37.5,Aurora,CO
Excel,38.7755102041,12.9032258065,6.66666666667,11.1111111111,Philadelphia,PA
R,13.1067961165,61.9718309859,16.3793103448,14.9253731343,Newark,NJ
Perl,0,12.9032258065,6.06060606061,10,Irving,TX
NoSQL,0,4.34782608696,23.0769230769,7.31707317073,Los Angeles,CA
SQL,34.0909090909,0,50,0,Phoenix,AZ
HBase,0,0,16.6666666667,100,Minneapolis,MN
Hive,7.14285714286,38.4615384615,25,30,Plano,TX
Cassandra,0,5.13833992095,10.8108108108,13.4502923977,San Francisco,CA
MapReduce,2.88461538462,10.6382978723,14.2857142857,8.03571428571,Seattle,WA
JavaScript,7.62195121951,23.2804232804,10.2803738318,17.5675675676,Washington,DC
Python,12.7192982456,49.8023715415,13.5135135135,45.6140350877,San Francisco,CA
Tableau,5.06329113924,0,0,0,Baltimore,MD
SAS,12.1621621622,50,0,0,St. Paul,MN
SPSS,4.87804878049,9.52380952381,0.934579439252,1.35135135135,Washington,DC
Python,6.34920634921,23.3333333333,20,31.25,Aurora,CO
SPSS,0,25,0,0,St. Paul,MN
Hadoop,3.94736842105,19.3548387097,0,27.2727272727,Denver,CO
Cassandra,0,4.20168067227,2.5,12.5,Boston,MA
HBase,0,4.34782608696,42.8571428571,100,St. Louis,MO
Mahout,0,4.7619047619,0,0,Washington,DC
Shark,0,0,0,100,St. Paul,MN
Python,2.53164556962,54.8387096774,0,50,Baltimore,MD
HBase,2.87769784173,10.8108108108,3.57142857143,26.6666666667,Atlanta,GA
Java,6.63716814159,17.5298804781,24.1666666667,41.1290322581,New York,NY
Python,5.75539568345,54.0540540541,10.7142857143,26.6666666667,Atlanta,GA
MapReduce,0,41.935483871,0,25,Baltimore,MD
R,3.7037037037,56.5217391304,0,0,St. Louis,MO
SQL,33.3333333333,0,50,0,Mesa,AZ
Ruby,0,0,0,66.6666666667,SanDiego,CA
Python,9.375,55.5555555556,8.33333333333,30,Dallas,TX
MongoDB,1.21951219512,7.93650793651,3.73831775701,24.3243243243,Washington,DC
HBase,0.729927007299,1.28205128205,4.25531914894,26.6666666667,Chicago,IL
C++,0,15.7894736842,3.84615384615,0,Arlington,TX
Hadoop,0,35.4838709677,8.33333333333,25,Baltimore,MD
R,14.2857142857,61.5384615385,10,10,Plano,TX
MongoDB,0,9.67741935484,0,25,Baltimore,MD
HBase,0.510204081633,5.15021459227,17.0212765957,16.7938931298,Fremont,CA
Tableau,8.75912408759,16.6666666667,6.3829787234,11.1111111111,Chicago,IL
MongoDB,0.367647058824,4.20168067227,0,14.2857142857,Boston,MA
D3,0.970873786408,1.76056338028,0.862068965517,0,Newark,NJ
Hive,0,0,0,50,Chandler,AZ
Perl,1.85185185185,8.69565217391,0,0,St. Louis,MO
D3,0,2.59259259259,0,1.21951219512,Oakland,CA
Java,5.40540540541,25,40.9090909091,100,St. Paul,MN
Scala,0,9.67741935484,0,0,Baltimore,MD
Java,2.66990291262,21.4788732394,24.1379310345,45.5223880597,Newark,NJ
Mahout,0,7.14285714286,0,0,Irvine,CA
Cassandra,0,15.3846153846,0,100,Santa Ana,CA
NoSQL,1.5243902439,5.29100529101,10.2803738318,24.3243243243,Washington,DC
Shark,1.92307692308,0,0,0.892857142857,Seattle,WA
MongoDB,2.54237288136,5.26315789474,11.5384615385,0,Arlington,TX
Hive,2.13414634146,4.2328042328,8.41121495327,17.5675675676,Washington,DC
Perl,3.35365853659,5.82010582011,9.34579439252,18.9189189189,Washington,DC
HBase,5.40540540541,5.88235294118,30,0,SanDiego,CA
MapReduce,0,10.7407407407,4.44444444444,15.243902439,Oakland,CA
Spark,0,25,0,100,Minneapolis,MN
NoSQL,1.72413793103,0,0,0,Santa Ana,CA
D3,0,6.25,0,0,Austin,TX
Pig,1.29032258065,17.6470588235,0,17.1428571429,LongBeach,CA
SQL,31.8181818182,0,33.3333333333,0,Scottsdale,AZ
ZooKeeper,0,1.97628458498,0,5.26315789474,San Francisco,CA
ZooKeeper,0,0,9.09090909091,0,Irving,TX
D3,0,3.22580645161,0,0,Baltimore,MD
Java,12.5,0,33.3333333333,16.6666666667,Columbus,OH
JavaScript,5.33980582524,4.57746478873,7.75862068966,8.9552238806,Newark,NJ
Cassandra,0,0,33.3333333333,50,Scottsdale,AZ
R,9.45945945946,75,4.54545454545,0,St. Paul,MN
SQL,37.8676470588,40.3361344538,55,48.2142857143,Boston,MA
Tableau,14.7959183673,9.01287553648,14.8936170213,9.16030534351,Fremont,CA
SPSS,2.12765957447,0,0,0,Boulder,CO
Excel,39.0625,14.8148148148,0,30,Dallas,TX
SQL,43.9393939394,25,45.8333333333,0,Minneapolis,MN
Tableau,16.7346938776,5.18518518519,6.66666666667,12.1951219512,Oakland,CA
Scala,2.12765957447,6.66666666667,0,14.2857142857,Boulder,CO
D3,3.35365853659,1.0582010582,0,0,Washington,DC
Hive,9.61538461538,48.1481481481,22.2222222222,30,Garland,TX
Excel,38.9830508475,21.0526315789,3.84615384615,33.3333333333,Arlington,TX
Spark,0,16.6666666667,0,50,Scottsdale,AZ
