Term,DAnalyst,DScientist,DArchitect,City,State
Tableau,17.7777777778,33.3333333333,33.3333333333,Glendale,AZ
MongoDB,0,6.25,11.1111111111,Austin,TX
Matlab,0.552486187845,19.5652173913,0,Los Angeles,CA
MapReduce,0,25.8064516129,6.66666666667,Philadelphia,PA
Java,4.54545454545,33.3333333333,66.6666666667,Scottsdale,AZ
Hive,7.58620689655,45.1612903226,18.1818181818,Irving,TX
Mahout,0,3.16205533597,0,San Francisco,CA
SQL,42.5806451613,41.1764705882,56,LongBeach,CA
SQL,39.3292682927,26.455026455,42.9906542056,Washington,DC
NoSQL,0,0,13.6363636364,St. Paul,MN
Mahout,0,5.88235294118,0,LongBeach,CA
Flume,0,1.96078431373,0,LongBeach,CA
Python,12.7192982456,49.8023715415,13.5135135135,San Francisco,CA
Java,4.59183673469,33.4763948498,29.7872340426,Fremont,CA
Pig,0,19.3548387097,0,Baltimore,MD
Hive,5.12820512821,26.6666666667,7.14285714286,Detroit,MI
Java,0,43.75,61.1111111111,Austin,TX
MongoDB,0.961538461538,3.7037037037,16.6666666667,Garland,TX
MongoDB,4.31654676259,10.8108108108,3.57142857143,Atlanta,GA
Perl,0,0,12.5,Charlotte,NC
Excel,39.0625,14.8148148148,0,Dallas,TX
Hadoop,6.31067961165,33.4507042254,25,Newark,NJ
Matlab,1.99115044248,15.9362549801,0,New York,NY
MapReduce,0,8.69565217391,5.40540540541,San Francisco,CA
R,12.5,33.3333333333,0,Columbus,OH
Flume,0,0,42.8571428571,St. Louis,MO
Java,6.9387755102,27.037037037,24.4444444444,Oakland,CA
SAS,14.5833333333,66.6666666667,0,FortWorth,TX
SAS,12.1621621622,50,0,St. Paul,MN
Python,15.3846153846,25,0,Raleigh,NC
Hive,1.87353629977,14.5833333333,17.3913043478,Jersey,NJ
Pig,6.89655172414,22.5806451613,18.1818181818,Irving,TX
Scala,0,4.34782608696,42.8571428571,St. Louis,MO
R,21.7054263566,43.0051813472,13.8888888889,San Jose,CA
Mahout,0,1.28205128205,2.12765957447,Chicago,IL
Spark,2.87769784173,21.6216216216,0,Atlanta,GA
Pig,1.63265306122,9.62962962963,15.5555555556,Oakland,CA
D3.js,0,6.25,0,Austin,TX
Cassandra,0,0,13.6363636364,St. Paul,MN
Cassandra,1.51515151515,0,12.5,Minneapolis,MN
MongoDB,0.442477876106,5.57768924303,5,New York,NY
SAS,9.09090909091,60,25,Phoenix,AZ
SPSS,5.8064516129,9.80392156863,0,LongBeach,CA
Flume,0,2.59067357513,19.4444444444,San Jose,CA
SPSS,0,0,8.33333333333,Houston,TX
Ruby,0,0,16.6666666667,St.Petersburg,FL
Matlab,4.04411764706,6.72268907563,0,Boston,MA
MongoDB,0,0,8.33333333333,Minneapolis,MN
Scala,0,2.5641025641,2.12765957447,Chicago,IL
MapReduce,0,0,0,Minneapolis,MN
JavaScript,8.03571428571,0,0,Plano,TX
Hadoop,7.7519379845,30.0518134715,52.7777777778,San Jose,CA
MongoDB,2.5641025641,0,0,Durham,NC
Pig,7.03125,22.2222222222,16.6666666667,Dallas,TX
MapReduce,0.735294117647,5.04201680672,5,Boston,MA
ZooKeeper,0,0,1.72413793103,Newark,NJ
Hive,0,4.34782608696,42.8571428571,St. Louis,MO
Spark,3.84615384615,11.1111111111,22.2222222222,Garland,TX
Shark,0,0,0,Chandler,AZ
R,12.4087591241,46.1538461538,6.3829787234,Chicago,IL
Excel,40.1785714286,19.2307692308,0,Plano,TX
Cassandra,0,16.1290322581,0,Baltimore,MD
Ruby,4.25531914894,20,0,Boulder,CO
Ruby,2.04081632653,3.00429184549,2.12765957447,Fremont,CA
Spark,0.729927007299,6.41025641026,12.7659574468,Chicago,IL
D3,0,2.59259259259,0,Oakland,CA
D3.js,0,1.11111111111,0,Oakland,CA
Pig,1.32743362832,7.96812749004,9.16666666667,New York,NY
NoSQL,0.78125,25.9259259259,41.6666666667,Dallas,TX
SQL,35.2517985612,29.7297297297,71.4285714286,Atlanta,GA
HBase,3.1746031746,3.33333333333,0,Aurora,CO
Hive,0,0,0,Chandler,AZ
HBase,0,3.7037037037,22.2222222222,Garland,TX
Excel,32.6530612245,5.18518518519,6.66666666667,Oakland,CA
MongoDB,0,25,9.09090909091,St. Paul,MN
C++,0,0,20,Aurora,CO
R,9.09090909091,50,4.16666666667,Minneapolis,MN
Cassandra,0,0,33.3333333333,Glendale,AZ
Hadoop,0,40,50,Chandler,AZ
Oozie,0,0,3.47826086957,Jersey,NJ
C++,0,29.4117647059,10,SanDiego,CA
Hive,0,0,0,Columbus,OH
NoSQL,3.57142857143,9.01287553648,19.1489361702,Fremont,CA
Scala,0,0,0,Los Angeles,CA
C++,0,16.6666666667,0,FortWorth,TX
Ruby,0,6.25,0,Austin,TX
Java,7.89473684211,40,50,Gilbert,AZ
Hive,0,0,12.5,Minneapolis,MN
Python,4.6511627907,25,8.33333333333,Houston,TX
HBase,0,4.34782608696,42.8571428571,St. Louis,MO
Python,0,33.3333333333,0,Mesa,AZ
Python,11.0344827586,61.2903225806,9.09090909091,Irving,TX
Pig,0,23.0769230769,0,Santa Ana,CA
JavaScript,12.5,0,0,Miami,FL
D3,0,25,0,St. Paul,MN
Hadoop,0,40,50,Gilbert,AZ
Flume,0,0,8.33333333333,Dallas,TX
R,13.28125,55.5555555556,4.16666666667,Dallas,TX
SQL,28.125,0,0,Columbus,OH
SAS,11.5384615385,19.1489361702,0,Seattle,WA
Pig,5.93220338983,26.3157894737,0,Arlington,TX
Spark,0,0,12.5,Charlotte,NC
JavaScript,6.81818181818,0,0,Irvine,CA
SAS,0,20,20,Portland,OR
Hadoop,5.12820512821,0,44.4444444444,Durham,NC
Tableau,6.81818181818,21.4285714286,0,Irvine,CA
D3.js,0,3.22580645161,0,Baltimore,MD
Flume,0,0,0,Mesa,AZ
Ruby,2.63157894737,9.67741935484,37.5,Denver,CO
Excel,26.6666666667,0,0,Glendale,AZ
SAS,10.2189781022,16.6666666667,4.25531914894,Chicago,IL
ZooKeeper,0,0,11.1111111111,Garland,TX
MongoDB,0,2.83687943262,0,Seattle,WA
SPSS,9.375,0,0,Columbus,OH
Oozie,0.242718446602,0,1.72413793103,Newark,NJ
Excel,23.9795918367,4.72103004292,4.25531914894,Fremont,CA
Scala,2.34192037471,9.58333333333,6.08695652174,Jersey,NJ
SPSS,2.63157894737,3.22580645161,0,Denver,CO
Spark,1.54867256637,10.7569721116,12.5,New York,NY
C++,2.74390243902,8.99470899471,1.8691588785,Washington,DC
Perl,3.35365853659,5.82010582011,9.34579439252,Washington,DC
Perl,2.7027027027,0,0,SanDiego,CA
Matlab,0,23.5294117647,0,SanDiego,CA
Hive,7.8125,44.4444444444,20.8333333333,Dallas,TX
R,10.6382978723,36.6666666667,66.6666666667,Boulder,CO
Oozie,0.30487804878,0,0,Washington,DC
Shark,0,0,0,LongBeach,CA
MapReduce,0,41.935483871,0,Baltimore,MD
R,6.81818181818,60,0,Phoenix,AZ
SPSS,4.16666666667,100,0,Miami,FL
Python,20.1550387597,46.6321243523,22.2222222222,San Jose,CA
Matlab,0,30.4347826087,0,St. Louis,MO
SAS,15.625,0,0,Columbus,OH
HBase,0,0,18.1818181818,St. Paul,MN
Cassandra,0,15.3846153846,0,Santa Ana,CA
R,13.7195121951,34.3915343915,5.60747663551,Washington,DC
R,13.1067961165,61.9718309859,16.3793103448,Newark,NJ
Mahout,0,5.88235294118,0,Anaheim,CA
Perl,6.3829787234,3.33333333333,0,Boulder,CO
Perl,2.5641025641,0,0,Durham,NC
NoSQL,1.69491525424,26.3157894737,11.5384615385,Arlington,TX
Python,15.9183673469,48.1481481481,15.5555555556,Oakland,CA
Cassandra,0,0,22.2222222222,Durham,NC
HBase,0.30487804878,7.40740740741,3.73831775701,Washington,DC
Java,8.82352941176,0,33.3333333333,Nashville,TN
Java,10.4166666667,66.6666666667,20,FortWorth,TX
Hive,5.12820512821,0,44.4444444444,Durham,NC
SAS,14.6341463415,40,0,Chandler,AZ
Pig,0,0,12.5,Minneapolis,MN
SQL,44.9152542373,78.9473684211,23.0769230769,Arlington,TX
Java,9.25925925926,17.3913043478,42.8571428571,St. Louis,MO
Oozie,0,3.33333333333,6.66666666667,Oakland,CA
Hadoop,3.65853658537,23.2804232804,19.6261682243,Washington,DC
R,19.2307692308,36.8794326241,35.7142857143,Seattle,WA
C++,2.58064516129,3.92156862745,0,LongBeach,CA
Flume,0,0,22.2222222222,Austin,TX
Hadoop,5.1724137931,46.1538461538,25,Santa Ana,CA
Tableau,14.4230769231,2.83687943262,0,Seattle,WA
Python,9.375,33.3333333333,0,Columbus,OH
D3.js,0.689655172414,0,0,Irving,TX
Hive,7.14285714286,38.4615384615,25,Plano,TX
Tableau,4.54545454545,25,4.16666666667,Minneapolis,MN
Tableau,13.1782945736,8.29015544041,11.1111111111,San Jose,CA
SQL,36.5853658537,0,0,Chandler,AZ
Ruby,0.847457627119,15.7894736842,0,Arlington,TX
D3.js,2.88461538462,0,0,Garland,TX
R,5.03597122302,56.7567567568,0,Atlanta,GA
MapReduce,0,0,0,Glendale,AZ
SAS,8.10810810811,0,0,Austin,TX
NoSQL,1.63265306122,5.92592592593,22.2222222222,Oakland,CA
Hive,0,0,33.3333333333,Glendale,AZ
Mahout,0,1.40845070423,4.31034482759,Newark,NJ
Cassandra,0,0,0,Columbus,OH
MongoDB,0,10,12.5,Charlotte,NC
Tableau,5.06329113924,0,0,Baltimore,MD
Perl,0,0,18.1818181818,Cincinnati,OH
JavaScript,14.598540146,16.6666666667,6.3829787234,Chicago,IL
Perl,3.50877192982,3.55731225296,2.7027027027,San Francisco,CA
Cassandra,0.468384074941,0.416666666667,11.3043478261,Jersey,NJ
Oozie,0,0,20,SanDiego,CA
C++,0.961538461538,14.8148148148,5.55555555556,Garland,TX
Oozie,0,0.858369098712,4.25531914894,Fremont,CA
MongoDB,2.5641025641,0,0,Raleigh,NC
Ruby,0.892857142857,7.69230769231,0,Plano,TX
SQL,46.511627907,10,80,Portland,OR
D3.js,0,2.17391304348,0,Los Angeles,CA
Oozie,0,0,16.6666666667,St.Petersburg,FL
Ruby,0,15.3846153846,0,Santa Ana,CA
R,17.3076923077,66.6666666667,11.1111111111,Garland,TX
Tableau,4.6511627907,20,20,Portland,OR
SQL,51.2820512821,25,22.2222222222,Durham,NC
SPSS,5.76923076923,3.54609929078,0,Seattle,WA
Python,14.5833333333,83.3333333333,0,FortWorth,TX
Spark,1.02040816327,9.67741935484,6.66666666667,Philadelphia,PA
SQL,39.4736842105,0,0,Gilbert,AZ
Spark,0,30.7692307692,0,Santa Ana,CA
SQL,48.1481481481,30.4347826087,71.4285714286,St. Louis,MO
NoSQL,0,16.1290322581,8.33333333333,Baltimore,MD
Pig,0,21.4285714286,0,Irvine,CA
Oozie,0,2.59067357513,8.33333333333,San Jose,CA
NoSQL,1.5243902439,5.29100529101,10.2803738318,Washington,DC
Shark,0,0.37037037037,0,Oakland,CA
Shark,0,0,0,St. Paul,MN
D3,0,3.22580645161,0,Baltimore,MD
Python,10.5769230769,59.2592592593,16.6666666667,Garland,TX
ZooKeeper,1.31578947368,0,0,Denver,CO
Tableau,24.3243243243,18.75,0,Austin,TX
Shark,0,0,0,Newark,NJ
SQL,41.0256410256,33.3333333333,50,Detroit,MI
Cassandra,0,11.7647058824,8,LongBeach,CA
Hive,1.76991150442,12.7490039841,14.1666666667,New York,NY
Spark,2.91262135922,11.6197183099,14.6551724138,Newark,NJ
Mahout,0,0.398406374502,1.66666666667,New York,NY
Spark,2.57611241218,12.0833333333,15.652173913,Jersey,NJ
NoSQL,2.63157894737,9.09090909091,18.1818181818,Cincinnati,OH
Java,4.54545454545,40,50,Phoenix,AZ
Oozie,0,3.55731225296,0,San Francisco,CA
Shark,1.92307692308,0,0,Seattle,WA
Shark,0,0,0,Austin,TX
Hadoop,1.81818181818,10,37.5,Charlotte,NC
Pig,0,4.34782608696,42.8571428571,St. Louis,MO
SAS,10.6060606061,50,0,Minneapolis,MN
HBase,0,20,0,Chandler,AZ
C++,0,15.7894736842,3.84615384615,Arlington,TX
R,4.54545454545,21.4285714286,0,Irvine,CA
Cassandra,0,8.69565217391,0,St. Louis,MO
Ruby,0.961538461538,5.67375886525,0,Seattle,WA
MapReduce,0,7.69230769231,0,Santa Ana,CA
Oozie,0,0,6.66666666667,Philadelphia,PA
Spark,2.32558139535,0,8.33333333333,Houston,TX
Matlab,2.5641025641,0,0,Durham,NC
JavaScript,8.88888888889,0,0,Mesa,AZ
Tableau,15.5555555556,33.3333333333,50,Mesa,AZ
Pig,1.02040816327,16.7381974249,17.0212765957,Fremont,CA
MongoDB,1.21951219512,7.93650793651,3.73831775701,Washington,DC
ZooKeeper,0,0,0,Washington,DC
Pig,0,23.5294117647,0,Anaheim,CA
D3,0,6.45161290323,0,Denver,CO
Hive,2.55102040816,19.7424892704,23.4042553191,Fremont,CA
R,14.0740740741,32.3529411765,4.54545454545,Anaheim,CA
NoSQL,0,66.6666666667,20,FortWorth,TX
SQL,44.8275862069,30.7692307692,50,Santa Ana,CA
C++,0,25,0,St. Paul,MN
Python,15.8163265306,48.4978540773,17.0212765957,Fremont,CA
Perl,2.5641025641,0,0,Raleigh,NC
HBase,2.87769784173,10.8108108108,3.57142857143,Atlanta,GA
SAS,8.28729281768,30.4347826087,0,Los Angeles,CA
HBase,0,9.48616600791,8.10810810811,San Francisco,CA
NoSQL,0.729927007299,5.12820512821,14.8936170213,Chicago,IL
MongoDB,0,0,9.09090909091,Anaheim,CA
Scala,0,9.67741935484,0,Baltimore,MD
R,6.12244897959,51.6129032258,13.3333333333,Philadelphia,PA
Mahout,0,2.59067357513,5.55555555556,San Jose,CA
Cassandra,0,0,0,Gilbert,AZ
Excel,28.7769784173,18.9189189189,3.57142857143,Atlanta,GA
Java,18.9873417722,64.5161290323,8.33333333333,Baltimore,MD
Matlab,1.31578947368,6.45161290323,0,Denver,CO
Python,0,20,0,Charlotte,NC
Spark,0,23.5294117647,4,LongBeach,CA
Java,7.35294117647,25.2100840336,17.5,Boston,MA
Hadoop,8.16326530612,38.7096774194,6.66666666667,Philadelphia,PA
Shark,0,0,0,Los Angeles,CA
Spark,0,20,0,Gilbert,AZ
MongoDB,0,0,40,Portland,OR
SQL,35.7142857143,33.4763948498,46.8085106383,Fremont,CA
JavaScript,0,0,12.5,Charlotte,NC
Hadoop,7.93650793651,20,0,Aurora,CO
Hive,0,0,12.5,Charlotte,NC
SPSS,4.3795620438,14.1025641026,0,Chicago,IL
Flume,0,0,15,Plano,TX
MongoDB,2.08333333333,0,20,FortWorth,TX
Tableau,13.5964912281,6.71936758893,8.10810810811,San Francisco,CA
R,12.1779859485,55.8333333333,12.1739130435,Jersey,NJ
Perl,6.41025641026,0,0,Detroit,MI
Hadoop,0,33.3333333333,16.6666666667,St.Petersburg,FL
Spark,0,12.9032258065,0,Baltimore,MD
HBase,0,6.45161290323,6.66666666667,Philadelphia,PA
Scala,1.5503875969,11.3989637306,8.33333333333,San Jose,CA
Scala,2.12765957447,6.66666666667,0,Boulder,CO
Matlab,3.26530612245,11.4814814815,0,Oakland,CA
Hive,0,14.2857142857,0,Irvine,CA
Hadoop,3.22580645161,0,0,Hialeah,FL
ZooKeeper,0,6.45161290323,6.66666666667,Philadelphia,PA
Excel,37.037037037,11.7647058824,4.54545454545,Anaheim,CA
Perl,0,16.6666666667,0,Glendale,AZ
JavaScript,6.3829787234,10,0,Boulder,CO
Pig,0,0,33.3333333333,Scottsdale,AZ
Pig,0,0,13.6363636364,St. Paul,MN
SAS,6.66666666667,33.3333333333,25,Mesa,AZ
Java,0,9.09090909091,27.2727272727,Cincinnati,OH
Spark,0,16.6666666667,0,Mesa,AZ
MapReduce,0,9.67741935484,0,Denver,CO
Spark,3.57142857143,7.69230769231,25,Plano,TX
Java,2.1897810219,17.9487179487,25.5319148936,Chicago,IL
Scala,0,13.4387351779,2.7027027027,San Francisco,CA
HBase,0,0,22.2222222222,Durham,NC
Excel,46.7153284672,5.12820512821,6.3829787234,Chicago,IL
Excel,14.5454545455,10,0,Charlotte,NC
Tableau,14.2857142857,23.0769230769,5,Plano,TX
Hadoop,0,60,50,Phoenix,AZ
Mahout,0,7.69230769231,0,Santa Ana,CA
JavaScript,10.8108108108,0,20,SanDiego,CA
Excel,62.1621621622,0,0,Austin,TX
Shark,0,0.858369098712,2.12765957447,Fremont,CA
Spark,0.30487804878,11.1111111111,4.67289719626,Washington,DC
JavaScript,7.31707317073,0,0,Chandler,AZ
Ruby,0,0,0,SanDiego,CA
Scala,2.04081632653,11.5879828326,6.3829787234,Fremont,CA
Cassandra,0.847457627119,21.0526315789,11.5384615385,Arlington,TX
D3,0,2.17391304348,0,Los Angeles,CA
C++,1.22448979592,8.14814814815,2.22222222222,Oakland,CA
Tableau,8.16326530612,3.22580645161,6.66666666667,Philadelphia,PA
D3.js,0.78125,0,0,Dallas,TX
MongoDB,2.54237288136,5.26315789474,11.5384615385,Arlington,TX
Excel,26.8382352941,8.40336134454,10,Boston,MA
Spark,4.80769230769,13.475177305,21.4285714286,Seattle,WA
Tableau,16.6666666667,50,0,FortWorth,TX
NoSQL,0,0,12.5,Charlotte,NC
Matlab,0.689655172414,22.5806451613,0,Irving,TX
Tableau,8.45588235294,8.40336134454,12.5,Boston,MA
Hadoop,3.0303030303,25,29.1666666667,Minneapolis,MN
R,9.94475138122,45.652173913,11.5384615385,Los Angeles,CA
MongoDB,0,9.09090909091,9.09090909091,Cincinnati,OH
Java,2.66990291262,21.4788732394,24.1379310345,Newark,NJ
Java,8.03571428571,30.7692307692,50,Plano,TX
JavaScript,10.4166666667,0,0,FortWorth,TX
Hadoop,11.0344827586,48.3870967742,60.6060606061,Irving,TX
Spark,0,8.69565217391,3.84615384615,Los Angeles,CA
ZooKeeper,0,0,15,Plano,TX
SQL,35.5555555556,0,33.3333333333,Glendale,AZ
ZooKeeper,0,0,9.09090909091,Irving,TX
R,5.1724137931,23.0769230769,0,Santa Ana,CA
Hive,4.08163265306,21.4814814815,20,Oakland,CA
Pig,7.14285714286,19.2307692308,20,Plano,TX
Java,6.09756097561,23.2804232804,21.4953271028,Washington,DC
JavaScript,6.81818181818,0,0,Scottsdale,AZ
Matlab,3.44827586207,7.69230769231,0,Santa Ana,CA
Ruby,0,0,8.33333333333,Houston,TX
Perl,11.1111111111,3.33333333333,0,Aurora,CO
MapReduce,0.728155339806,5.98591549296,4.31034482759,Newark,NJ
NoSQL,1.02040816327,6.45161290323,0,Philadelphia,PA
Java,3.87096774194,17.6470588235,20,LongBeach,CA
Matlab,1.5625,22.2222222222,0,Dallas,TX
Java,4.87804878049,40,50,Chandler,AZ
Scala,0.408163265306,8.51851851852,2.22222222222,Oakland,CA
R,0,40,0,Charlotte,NC
MongoDB,2.04081632653,0.740740740741,8.88888888889,Oakland,CA
MongoDB,0.702576112412,4.58333333333,6.95652173913,Jersey,NJ
Cassandra,0,0,27.7777777778,Austin,TX
Mahout,0,2.59259259259,4.44444444444,Oakland,CA
Java,9.3023255814,25,16.6666666667,Houston,TX
SAS,20.3389830508,52.6315789474,3.84615384615,Arlington,TX
Hadoop,4.51612903226,35.2941176471,36,LongBeach,CA
Spark,0,6.66666666667,0,Boulder,CO
Java,6.63716814159,17.5298804781,24.1666666667,New York,NY
JavaScript,7.62711864407,0,3.84615384615,Arlington,TX
Flume,0,0,14.2857142857,Seattle,WA
Excel,28.0701754386,3.55731225296,8.10810810811,San Francisco,CA
D3,3.35365853659,1.0582010582,0,Washington,DC
Pig,1.21359223301,8.80281690141,10.3448275862,Newark,NJ
Perl,0,12.9032258065,6.06060606061,Irving,TX
Excel,21.5189873418,9.67741935484,16.6666666667,Baltimore,MD
Hive,13.5135135135,31.25,38.8888888889,Austin,TX
NoSQL,3.94736842105,9.8814229249,21.6216216216,San Francisco,CA
Hive,4.08163265306,9.67741935484,6.66666666667,Philadelphia,PA
Excel,24.2424242424,0,4.16666666667,Minneapolis,MN
Spark,1.28205128205,6.66666666667,7.14285714286,Detroit,MI
SAS,15.8088235294,21.0084033613,0,Boston,MA
Cassandra,0,0,0,Chandler,AZ
Scala,0,10,0,Charlotte,NC
Java,5.40540540541,25,40.9090909091,St. Paul,MN
HBase,0.552486187845,0,3.84615384615,Los Angeles,CA
Spark,2.44897959184,27.7777777778,13.3333333333,Oakland,CA
NoSQL,0.892857142857,23.0769230769,35,Plano,TX
Hadoop,10.15625,48.1481481481,50,Dallas,TX
Python,9.07079646018,50.1992031873,19.1666666667,New York,NY
Tableau,12.7071823204,21.7391304348,15.3846153846,Los Angeles,CA
Mahout,0,4.7619047619,0,Washington,DC
Matlab,1.29032258065,25.4901960784,0,LongBeach,CA
Excel,43.9024390244,0,0,Chandler,AZ
Perl,0,15.7894736842,0,Arlington,TX
Python,5.26315789474,19.3548387097,25,Denver,CO
SPSS,2.27272727273,16.6666666667,0,Scottsdale,AZ
Cassandra,0,0,0,Philadelphia,PA
Python,6.34920634921,23.3333333333,20,Aurora,CO
Ruby,3.1746031746,13.3333333333,26.6666666667,Aurora,CO
NoSQL,1.72413793103,0,0,Santa Ana,CA
Hadoop,10.8108108108,50,72.2222222222,Austin,TX
SAS,16.2790697674,0,16.6666666667,Houston,TX
Shark,0,0,0,Phoenix,AZ
Shark,0,11.1111111111,0,Dallas,TX
ZooKeeper,3.1746031746,0,0,Aurora,CO
Java,8.47457627119,47.3684210526,30.7692307692,Arlington,TX
Spark,0,25,0,Minneapolis,MN
JavaScript,2.63157894737,6.45161290323,37.5,Denver,CO
NoSQL,0.961538461538,9.92907801418,28.5714285714,Seattle,WA
Perl,0,14.8148148148,11.1111111111,Garland,TX
Hive,0,0,33.3333333333,Scottsdale,AZ
Excel,25.641025641,0,0,Raleigh,NC
MapReduce,1.28205128205,13.3333333333,0,Detroit,MI
D3.js,2.74390243902,1.0582010582,0.934579439252,Washington,DC
NoSQL,3.1007751938,7.25388601036,22.2222222222,San Jose,CA
SPSS,2.19298245614,3.55731225296,0,San Francisco,CA
JavaScript,7.74193548387,9.80392156863,4,LongBeach,CA
Hadoop,3.31491712707,26.0869565217,26.9230769231,Los Angeles,CA
JavaScript,7.62195121951,23.2804232804,10.2803738318,Washington,DC
SQL,43.1818181818,35.7142857143,33.3333333333,Irvine,CA
Perl,1.43884892086,16.2162162162,3.57142857143,Atlanta,GA
Scala,2.20588235294,14.2857142857,0,Boston,MA
C++,0,0,4.16666666667,Minneapolis,MN
R,4.16666666667,0,0,Miami,FL
NoSQL,0.689655172414,29.0322580645,33.3333333333,Irving,TX
Hadoop,1.85185185185,21.7391304348,42.8571428571,St. Louis,MO
Hadoop,6.12244897959,34.4444444444,28.8888888889,Oakland,CA
Pig,0,30,20,Portland,OR
Perl,0.884955752212,3.18725099602,9.16666666667,New York,NY
Hive,4.25531914894,26.6666666667,0,Boulder,CO
Cassandra,0,5.13833992095,10.8108108108,San Francisco,CA
Hive,0,9.09090909091,18.1818181818,Cincinnati,OH
NoSQL,0.442477876106,6.77290836653,13.3333333333,New York,NY
Mahout,0,2.17391304348,0,Los Angeles,CA
Tableau,5.55555555556,0,0,St. Louis,MO
Matlab,1.5873015873,6.66666666667,0,Aurora,CO
Java,0,10,12.5,Charlotte,NC
HBase,0,9.09090909091,9.09090909091,Cincinnati,OH
HBase,0,3.84615384615,25,Plano,TX
Ruby,0,0,9.09090909091,St. Paul,MN
Flume,0,0,0,Scottsdale,AZ
SAS,19.3103448276,48.3870967742,0,Irving,TX
Hadoop,6.3829787234,26.6666666667,0,Boulder,CO
Java,7.89473684211,16.1290322581,37.5,Denver,CO
Pig,0,14.8936170213,21.4285714286,Seattle,WA
SQL,40.1459854015,33.3333333333,36.170212766,Chicago,IL
Perl,0,20,0,Chandler,AZ
HBase,0,2.91666666667,14.7826086957,Jersey,NJ
Hive,9.61538461538,48.1481481481,22.2222222222,Garland,TX
SQL,40.7766990291,37.323943662,50,Newark,NJ
Spark,0,31.25,38.8888888889,Austin,TX
NoSQL,0,0,50,Austin,TX
Cassandra,1.92307692308,0.709219858156,14.2857142857,Seattle,WA
MapReduce,0.510204081633,6.00858369099,6.3829787234,Fremont,CA
Perl,1.10294117647,4.20168067227,0,Boston,MA
Shark,0,0,0,Irvine,CA
MapReduce,0,4.34782608696,0,St. Louis,MO
HBase,0.442477876106,3.98406374502,9.16666666667,New York,NY
MongoDB,2.34375,3.7037037037,12.5,Dallas,TX
Scala,0,0,27.7777777778,Austin,TX
Tableau,14.4230769231,29.6296296296,5.55555555556,Garland,TX
HBase,0,3.33333333333,0,Boulder,CO
HBase,0,20,0,Gilbert,AZ
Hive,5.40540540541,23.5294117647,20,SanDiego,CA
C++,0,10,0,Charlotte,NC
HBase,0.729927007299,1.28205128205,4.25531914894,Chicago,IL
Excel,29.3103448276,7.69230769231,0,Santa Ana,CA
C++,0.468384074941,9.58333333333,4.34782608696,Jersey,NJ
Excel,40.9090909091,7.14285714286,0,Irvine,CA
Python,10.6707317073,33.8624338624,5.60747663551,Washington,DC
R,15.4838709677,41.1764705882,4,LongBeach,CA
Spark,2.7027027027,0,0,Pittsburgh,PA
Shark,0,16.6666666667,0,FortWorth,TX
Excel,37.7777777778,0,0,Mesa,AZ
MongoDB,2.32558139535,0,0,Houston,TX
Cassandra,1.43884892086,13.5135135135,0,Atlanta,GA
Excel,34.2541436464,23.9130434783,11.5384615385,Los Angeles,CA
C++,0,2.94117647059,0,Anaheim,CA
Flume,0,1.28205128205,4.25531914894,Chicago,IL
Java,4.54545454545,0,41.6666666667,Minneapolis,MN
HBase,0,0,10,FortWorth,TX
SQL,43.75,61.5384615385,35,Plano,TX
SQL,42.1052631579,18.1818181818,36.3636363636,Cincinnati,OH
SAS,11.5853658537,20.6349206349,1.8691588785,Washington,DC
Hadoop,0,35.4838709677,8.33333333333,Baltimore,MD
Java,9.65517241379,41.935483871,30.303030303,Irving,TX
Python,12.7118644068,63.1578947368,7.69230769231,Arlington,TX
NoSQL,0,4.34782608696,23.0769230769,Los Angeles,CA
Pig,0,0,25,Mesa,AZ
Matlab,1.96078431373,33.3333333333,0,Tampa,FL
Excel,38.3495145631,9.15492957746,5.1724137931,Newark,NJ
MapReduce,1.43884892086,10.8108108108,0,Atlanta,GA
C++,1.83823529412,8.40336134454,2.5,Boston,MA
SPSS,0,50,0,FortWorth,TX
SAS,17.1875,37.037037037,0,Dallas,TX
SQL,20.253164557,16.1290322581,8.33333333333,Baltimore,MD
Perl,5.26315789474,3.22580645161,0,Denver,CO
HBase,0,0,16.6666666667,Houston,TX
SPSS,4.87804878049,9.52380952381,0.934579439252,Washington,DC
Spark,8.33333333333,16.6666666667,10,FortWorth,TX
Scala,0,10.5263157895,0,Arlington,TX
Java,6.55737704918,18.75,31.3043478261,Jersey,NJ
R,18.9189189189,43.75,33.3333333333,Austin,TX
SAS,14.7286821705,7.25388601036,2.77777777778,San Jose,CA
SAS,7.962529274,15.8333333333,7.82608695652,Jersey,NJ
HBase,0,16.6666666667,0,Mesa,AZ
SPSS,8.10810810811,0,0,SanDiego,CA
MongoDB,1.78571428571,0,15,Plano,TX
C++,2.12765957447,0,0,Boulder,CO
JavaScript,8.28729281768,8.69565217391,7.69230769231,Los Angeles,CA
Spark,3.125,11.1111111111,20.8333333333,Dallas,TX
SQL,40.7407407407,44.1176470588,45.4545454545,Anaheim,CA
Hive,3.1746031746,16.6666666667,0,Aurora,CO
Scala,0,18.5185185185,16.6666666667,Garland,TX
Flume,0,0,0,Chandler,AZ
Matlab,4.59183673469,14.5922746781,0,Fremont,CA
Ruby,2.08333333333,0,0,FortWorth,TX
C++,3.87596899225,15.0259067358,13.8888888889,San Jose,CA
Tableau,8.75912408759,16.6666666667,6.3829787234,Chicago,IL
Matlab,0,100,0,Pittsburgh,PA
